epoch,train_loss,valid_loss,valid_mse,valid_psnr,valid_gfc,lr
1,0.004953498885780573,0.0020311341723308536,0.0020311341723308536,27.005567435025426,0.9714527654040391,0.0001
2,0.002324821565672755,0.0018440028025982248,0.0018440028025982248,27.427336748487843,0.97361552791231,0.0001
3,0.001997447267360985,0.0016033173061219181,0.0016033173061219181,28.037193845264657,0.9761286214658409,0.0001
4,0.0018216060735285282,0.0015014472909147146,0.0015014472909147146,28.323038567147943,0.9768779589112397,0.0001
5,0.001705742079205811,0.0014368776375854946,0.0014368776375854946,28.51553176102586,0.9781505841358452,0.0001
6,0.001628247596276924,0.0014310742066253664,0.0014310742066253664,28.537575507481787,0.9788727179454391,0.0001
7,0.0015656655348371715,0.0013426831407341987,0.0013426831407341987,28.80818170024166,0.9793774121126552,0.0001
8,0.0015153895169030874,0.001360675735268623,0.001360675735268623,28.755119912637454,0.9793270397338139,0.0001
9,0.001472519665863365,0.0013003700952621022,0.0013003700952621022,28.952918600849138,0.9803355450083495,0.0001
10,0.0014384220146108418,0.0012769882543498922,0.0012769882543498922,29.03655868988931,0.9807261053923588,0.0001
11,0.001406872617918998,0.0012295162186596045,0.0012295162186596045,29.19939508986616,0.9811247389787322,0.0001
12,0.001378766020666808,0.0012513309888464582,0.0012513309888464582,29.115020317462914,0.980913180074874,0.0001
13,0.0013583408885635435,0.00120983388316432,0.00120983388316432,29.266659279114368,0.9812885200142101,0.0001
14,0.00133471341971308,0.0013101465520330342,0.0013101465520330342,28.91524968001178,0.9807246179337714,0.0001
15,0.0013210893120151014,0.0012181818379225673,0.0012181818379225673,29.237429574587043,0.9816797041589287,0.0001
16,0.0013007952419575304,0.0011652745532649005,0.0011652745532649005,29.433371357194762,0.9822818857089729,0.0001
17,0.0012865263144951314,0.0011586202801632322,0.0011586202801632322,29.460056378716008,0.9822766921322816,0.0001
18,0.001271515600103885,0.0011877956026037978,0.0011877956026037978,29.349368776875846,0.981717972618759,0.0001
19,0.0012600010046735406,0.0011459204418715209,0.0011459204418715209,29.50509289361533,0.982402500832916,0.0001
20,0.001246913056448102,0.0011320710200727413,0.0011320710200727413,29.56177203460463,0.9823490354665525,0.0001
21,0.001236948176426813,0.0011547473389032492,0.0011547473389032492,29.476661323575676,0.9820761748939563,0.0001
22,0.0012260590488556771,0.0011648485321361737,0.0011648485321361737,29.438545416158338,0.9825876818341055,0.0001
23,0.0012173285364173352,0.0011373249403123927,0.0011373249403123927,29.53950685653899,0.9825336667382794,0.0001
24,0.0012103955890517683,0.0011125239925488686,0.0011125239925488686,29.638484088135133,0.9828503674762264,0.0001
25,0.001195696930261329,0.0011607370903614648,0.0011607370903614648,29.454487696298468,0.9820466052954364,0.0001
26,0.0011902851138263942,0.0011168797203831991,0.0011168797203831991,29.627219044370538,0.9825293786206822,0.0001
27,0.0011822206865996123,0.001120260027593156,0.001120260027593156,29.619589117880974,0.9826442375304593,0.0001
28,0.001177946692192927,0.0011326740736847707,0.0011326740736847707,29.56599404725006,0.9823536584331731,0.0001
29,0.0011648029873613268,0.0011440398961981865,0.0011440398961981865,29.514506383757702,0.9822836051321333,5e-05
30,0.0011222445752704516,0.0010890071854962238,0.0010890071854962238,29.735766730256994,0.9829937694179025,5e-05
31,0.001115610270993784,0.0010976806886577207,0.0010976806886577207,29.702712190579017,0.9828313262599289,5e-05
32,0.001111126753175631,0.0010942532121097064,0.0010942532121097064,29.715639924103538,0.9826631337214428,5e-05
33,0.00110860928138718,0.001091073218222921,0.001091073218222921,29.725332094321864,0.9829826370166366,5e-05
34,0.001100759627437219,0.0011105019092014072,0.0011105019092014072,29.65156090739421,0.9825555378464377,5e-05
35,0.001094369514286518,0.0011167520259367598,0.0011167520259367598,29.62816324590926,0.9825142211974807,2.5e-05
36,0.0010708150095539168,0.001086544224534148,0.001086544224534148,29.751575595786836,0.9827100015749597,2.5e-05
37,0.0010669550934806467,0.0010837662937623822,0.0010837662937623822,29.76203609934391,0.9826794729870596,2.5e-05
38,0.0010622492219787092,0.0010871988518021194,0.0010871988518021194,29.745948693019137,0.9826711180863107,2.5e-05
39,0.0010605236034840345,0.0010855271982230768,0.0010855271982230768,29.752972430736737,0.9829012652870955,2.5e-05
40,0.0010563662951812147,0.0011092659258758234,0.0011092659258758234,29.659018536901865,0.9825868967232431,2.5e-05
41,0.0010534903352614493,0.0011016343405861764,0.0011016343405861764,29.687908793041913,0.9828657883747368,2.5e-05
42,0.0010489119184669106,0.001108986216561667,0.001108986216561667,29.660842148770744,0.9826325280651166,1.25e-05
43,0.0010351301580667496,0.0010886665683530366,0.0010886665683530366,29.743849320317572,0.9825684739525911,1.25e-05
44,0.001032092538708821,0.0010879504928887364,0.0010879504928887364,29.746601804488872,0.9825741967577843,1.25e-05
45,0.0010314550872892142,0.0010951077409836042,0.0010951077409836042,29.71612819929839,0.9825529304279643,1.25e-05
46,0.0010302282627671958,0.0010935684961154107,0.0010935684961154107,29.726076942519406,0.9825763558126559,1.25e-05
47,0.0010271615629084407,0.0010894154974075544,0.0010894154974075544,29.741429856144343,0.9825546862972769,6.25e-06
48,0.0010205955335171894,0.0010914021849359392,0.0010914021849359392,29.737805776540075,0.9823924029708668,6.25e-06
49,0.0010179242317564785,0.00109197361399212,0.00109197361399212,29.732451467624234,0.9824336922852097,6.25e-06
