epoch,train_loss,valid_loss,valid_mse,valid_psnr,valid_gfc,lr
22,0.002166231290064752,0.0013249558177895276,0.0013249558177895276,28.851876626521086,0.9824208708325769,0.0001
23,0.0021342450922355056,0.0013137518207299386,0.0013137518207299386,28.89179373680172,0.9824867149826827,0.0001
24,0.002123328305222094,0.0013362105133510225,0.0013362105133510225,28.81832943011309,0.9824050361183798,5e-05
25,0.002041506338957697,0.0012665013534277915,0.0012665013534277915,29.05434439307867,0.9824609209777443,5e-05
26,0.0020252956334501503,0.0012652758178212176,0.0012652758178212176,29.05927121362375,0.9824665386206025,5e-05
27,0.0020142396827228367,0.0012856365765806785,0.0012856365765806785,28.9922879938289,0.982438560504063,5e-05
28,0.0020043735747225584,0.00125883546195165,0.00125883546195165,29.08230708979913,0.9825524900369583,5e-05
29,0.0019939341989345847,0.001251185073363031,0.001251185073363031,29.10887992172126,0.9823867963377837,5e-05
30,0.0019816243357025087,0.0014167997969765287,0.0014167997969765287,28.55177736117199,0.9825556361751192,5e-05
31,0.0019726613932289183,0.0012456564748790234,0.0012456564748790234,29.129665699925965,0.9824541222517658,5e-05
32,0.0019661050103604795,0.0012733474915853115,0.0012733474915853115,29.02940525092355,0.9826406540384718,5e-05
33,0.001959470749180764,0.0012802527075526631,0.0012802527075526631,29.003090857440657,0.9824466914128346,5e-05
34,0.0019433723445050417,0.001419741724866923,0.001419741724866923,28.540246910058354,0.9821035277311969,5e-05
35,0.0019376895557157694,0.0012911073455681942,0.0012911073455681942,28.96907918617877,0.9823681640017564,5e-05
36,0.0019271701235324145,0.0012707747315104077,0.0012707747315104077,29.042467173179997,0.9817448330532973,2.5e-05
37,0.0018767904558219016,0.0012933554133002878,0.0012933554133002878,28.963844969763965,0.9823876023292542,2.5e-05
38,0.001870099610183388,0.0012619744472436986,0.0012619744472436986,29.078713838309348,0.9820709084249606,2.5e-05
39,0.0018602503284811975,0.0012526998380169416,0.0012526998380169416,29.107961623149656,0.9824937285891004,2.5e-05
40,0.001855270657595247,0.0012874689759912006,0.0012874689759912006,28.9818265169118,0.9821912118583728,2.5e-05
41,0.001847420001681894,0.0012688782276692474,0.0012688782276692474,29.05681897544898,0.9822623482934988,1.25e-05
42,0.001817539720516652,0.001235737603611556,0.001235737603611556,29.169315077214762,0.9822636816152341,1.25e-05
43,0.0018131431724876166,0.0012548268315898386,0.0012548268315898386,29.101100983277107,0.9822831647411273,1.25e-05
44,0.0018080921368673444,0.0012877013102013642,0.0012877013102013642,28.984339417514388,0.9822870181624297,1.25e-05
45,0.0018058781020343303,0.0012215336026167082,0.0012215336026167082,29.220208177431747,0.9822878139034198,1.25e-05
46,0.0018027952306903898,0.0012501695532215295,0.0012501695532215295,29.11751671082898,0.9822741010386473,1.25e-05
47,0.0018018961087800562,0.0012405244566820513,0.0012405244566820513,29.15114689111111,0.9822164253824076,1.25e-05
48,0.0017990390501916409,0.0012687874211229763,0.0012687874211229763,29.05220690820087,0.9821314447245021,1.25e-05
49,0.001794691672269255,0.001249804248985876,0.001249804248985876,29.11848084742507,0.982227975016187,1.25e-05
50,0.0017889383878558875,0.0012368120721713374,0.0012368120721713374,29.169316353022115,0.9822297255704358,6.25e-06
51,0.0017752060269936919,0.001248581085804921,0.001248581085804921,29.124888860458174,0.9823317683426438,6.25e-06
52,0.0017710833920165897,0.0012729793692832208,0.0012729793692832208,29.03825542786332,0.9821930801033214,6.25e-06
53,0.0017723814211785794,0.001262908041029338,0.001262908041029338,29.074465368546285,0.9821751455592501,6.25e-06
54,0.001768427085876465,0.001271621401979333,0.001271621401979333,29.039644089033168,0.9822947090598428,6.25e-06
55,0.0017671504477970302,0.001258933901857988,0.001258933901857988,29.085720768736213,0.9823555418640185,3.125e-06
56,0.0017564184423536063,0.001260820530788012,0.001260820530788012,29.080933360883456,0.9822784855866887,3.125e-06
57,0.001753658178355545,0.0012639699029961637,0.0012639699029961637,29.068883119217407,0.9821828922648339,3.125e-06
