subset,condition,method,mse_norm_mean,mse_norm_std,mse_norm_median,mse_norm_q025,mse_norm_q975,mse_norm_n,psnr_norm_db_mean,psnr_norm_db_std,psnr_norm_db_median,psnr_norm_db_q025,psnr_norm_db_q975,psnr_norm_db_n,gfc_mean,gfc_std,gfc_median,gfc_q025,gfc_q975,gfc_n,low_frequency_nrmse_mean,low_frequency_nrmse_std,low_frequency_nrmse_median,low_frequency_nrmse_q025,low_frequency_nrmse_q975,low_frequency_nrmse_n,peak_amplitude_ratio_mean,peak_amplitude_ratio_std,peak_amplitude_ratio_median,peak_amplitude_ratio_q025,peak_amplitude_ratio_q975,peak_amplitude_ratio_n,peak_location_error_samples_mean,peak_location_error_samples_std,peak_location_error_samples_median,peak_location_error_samples_q025,peak_location_error_samples_q975,peak_location_error_samples_n
all,Unseen noise,No denoise,0.014861218929703076,0.014804942764062854,0.010283334646373987,0.0005128982724272646,0.05174435097724201,240,21.25277672777232,5.97011275019122,19.87867078595946,12.861542305372257,32.89968764568334,240,0.8478415463755152,0.23027529306324693,0.967725472610905,0.21280914977804982,0.9990793453970334,240,0.4454502229873023,0.9551884653564864,0.1604135348508689,0.024865306832984376,2.7085711826865237,240,3.2751703997817363,6.748212464429011,1.466898180191489,1.0047987521429111,13.55606411031089,240,101.65,126.55980113605713,40.5,0.0,455.25000000000006,240
all,Unseen noise,Savitzky-Golay,0.0053921792285715735,0.005349678639832331,0.0037270764587447047,0.0001956106825673487,0.01831616102717817,240,25.625656087341234,5.913902908349372,24.286503638847833,17.371669604332386,37.08608486913737,240,0.9035310082393213,0.1861451122115093,0.9872860246429385,0.3222296622971291,0.9996674080757263,240,0.44267817491673317,0.9484385685108067,0.15890221472367277,0.02472957327900188,2.689866503523228,240,1.482943851748095,1.5507297555132085,1.0786020469811288,0.9503683058521137,4.076598064469092,240,56.30833333333333,100.24032175725101,10.0,0.0,352.05,240
all,Unseen noise,TCN,0.0014716418332606433,0.0018695135861496407,0.000697755953297019,5.3605160155711934e-05,0.006493878562469039,240,31.634562353176182,5.822336276040194,31.56306143227912,21.875447728089284,42.7083651933268,240,0.9443259919769589,0.1671731557880162,0.9977441884348863,0.4827869016229197,0.9999238815453269,240,0.22576228232207568,0.4630507322255741,0.06991660152910345,0.012006137595040264,1.5989512352934532,240,1.2360529251704473,1.1035653111815384,1.011266318721431,0.8302667724957502,3.102549481167104,240,50.99166666666667,106.98515877469836,6.0,0.0,403.6750000000002,240
all,Unseen noise,UNet1D,0.0015428855663837263,0.0017594837559720441,0.0008860491216182709,0.00013298470184963662,0.0067712857038714,240,30.47490583023126,4.653463425151622,30.525724123706727,21.693314174592196,38.76198354212465,240,0.9506301066838652,0.1504378760998405,0.9978021068576691,0.5234724722990813,0.9998511986703977,240,0.23874448786534497,0.49932538282665023,0.08155409266202676,0.020922325319685693,1.5199462159278874,240,1.1061478371750058,0.7908899157239757,0.9800170355373967,0.7469388250672131,2.5024283029558116,240,49.3375,102.81896310331167,5.0,0.0,370.125,240
all,Unseen noise,Wavelet,0.0032088917633740595,0.003136956403456376,0.002239794173893527,0.00013641029172843416,0.010607706693573507,240,27.662706159942953,5.622190702449951,26.498220453725537,19.743808484359104,38.65153397696138,240,0.9231819460797258,0.16707846822821817,0.9929598462343285,0.3872893648236307,0.9997839630579674,240,0.34354134081872745,0.7061853098647568,0.11796584143544321,0.01998949781151588,1.9668566993673156,240,1.7564242556365741,2.739139425447986,1.0647226806615553,0.9141172468828389,8.460614063671699,240,68.79166666666667,110.64186227458018,15.0,0.0,361.40000000000055,240
all,Unseen noise,Wiener,0.004635551091057113,0.0045086388480457115,0.0032261271713647788,0.00014199817020569752,0.015226670172448494,240,26.381237776376572,6.150420025377024,24.91320283728373,18.174134395037946,38.477282607465,240,0.9066611280504754,0.18505724079633523,0.9893943686051706,0.32544761233467917,0.9997784649937048,240,0.3685227542918298,0.7785405442055099,0.12923297720387172,0.020004259217158274,2.1871227174114356,240,2.544303276056044,5.258209585183217,1.178836922701737,0.9393278714708148,12.103509498268807,240,87.33333333333333,120.99004650325223,25.0,0.0,390.6500000000004,240
weak_long,Combined OOD,BasicCNN,0.007668558605170499,0.0039177225613116025,0.00699051097035408,0.0017194134095916524,0.015559774404391644,48,21.82915218340786,2.6546251556614364,21.554943885954692,18.080787049211548,27.646198125401177,48,0.6829114101759607,0.2944563762199598,0.7590874895697386,0.03618586220946291,0.975250749487867,48,1.186147948477206,1.4412692815933612,0.8579543433199206,0.209902517364528,3.0825422576319492,48,2.4935337684255554,2.4374351291011602,1.7331516938035332,0.8484500950220222,5.029432098131267,48,78.14583333333333,86.75129273261662,37.0,3.0,262.42499999999995,48
weak_long,Combined OOD,DnCNN,0.004097035873807424,0.0024508812902094557,0.003528578206896782,0.0007394409622065723,0.010331544396467503,48,24.73377753177245,2.973242956616665,24.52417767362646,19.861252663247413,31.311239533449463,48,0.7530495131716957,0.2785046855058739,0.8758606536603208,0.047873760722265006,0.9890465210142133,48,0.8878460583780049,1.0390648276303356,0.6188938483378248,0.1467357483934054,2.3851685276226102,48,1.8742996258067037,1.5517026480235363,1.3660603984458537,0.7846547678339834,4.9482053164525075,48,69.97916666666667,82.3501836563037,24.5,0.0,271.59999999999997,48
weak_long,Combined OOD,DnResUnet,0.0032142714250464146,0.002265313012873439,0.0025788905331864953,0.00034963127109222114,0.008917193021625278,48,26.124621149621333,3.5359587405772794,25.886206395353845,20.49865949706134,34.63682364417672,48,0.759959775724416,0.31164574235855025,0.9111643564761559,-0.05204096930699749,0.9967055245828529,48,0.7576339530401102,1.030652428015661,0.43095003528619247,0.08706752426555446,2.4952965359458092,48,5.403139262259605,18.45163592042338,1.170214425535835,0.7016762679895322,45.74193238893111,48,102.54166666666667,104.99036598828775,62.0,3.175,352.9249999999999,48
weak_long,Combined OOD,No denoise,0.027671946251454454,0.01534962531067716,0.025329643860459328,0.006580450723413378,0.06225554589182134,48,16.28869480685741,2.6434689636626674,15.963919222178975,12.06627563287055,21.821632251875247,48,0.550504525890095,0.3061681046966744,0.5274246051100675,0.021796301629475236,0.9229590886250618,48,1.3840244991565502,1.6866961705805636,1.0124662039874135,0.2247595854580593,3.451632880669651,48,10.24740301362949,20.824438565237923,5.180149685013528,1.6093774792764093,42.41748827836341,48,165.14583333333334,112.01215541624448,156.0,7.4,377.24999999999994,48
weak_long,Combined OOD,Savitzky-Golay,0.010249283698309833,0.005678292016626235,0.009102130774408579,0.0021870686672627927,0.022859481628984202,48,20.644309920042563,2.7651282188278468,20.4086635260867,16.411950708564486,26.60498010202159,48,0.6646795743406496,0.2976506456852356,0.7198359102295497,0.037976643813139616,0.9720399087719603,48,1.3753003506432442,1.6785717903092439,1.002787365439591,0.22260397721033015,3.4311400221344632,48,2.723156449686204,2.6664116810678573,1.8913139449242968,0.9618589769016476,5.507188239081113,48,111.0625,114.70803014981585,60.5,1.0,336.1499999999999,48
weak_long,Combined OOD,TCN,0.0033028121706593083,0.002420574849158652,0.0025378979044035077,0.00043348251492716374,0.009127041627652939,48,26.12546441184612,3.6924631581967997,25.956729715671976,20.399880664580003,33.642051585484516,48,0.7554377238532403,0.32176830962016234,0.902120743492915,-0.16717731368182526,0.9960832758078727,48,0.773567410965244,0.9523598273456555,0.44492563040238187,0.08654353727422828,2.2169934380745207,48,3.343128054569682,9.189419728004818,1.1920298386447126,0.7612651208344323,21.24385557163563,48,108.41666666666667,113.43530039580503,65.0,1.0,351.1499999999999,48
weak_long,Combined OOD,UNet1D,0.0033888737725646934,0.003141436602718609,0.0022998114582151175,0.0003701430578075815,0.010590506950393312,48,26.642095351686987,4.367696158626395,26.400631926049055,19.75817406219951,34.34857493363906,48,0.7835270126204192,0.3227092476993117,0.9104116105262143,-0.09444838261239168,0.9973728013367953,48,0.7731154133303093,0.9284357594460765,0.45876830696741094,0.0857293867518835,2.26386807787147,48,1.6636884826210432,1.4263092864734672,1.1083002861525242,0.6116598611193931,4.514148900448427,48,75.16666666666667,91.13079992535707,34.0,0.17500000000000004,291.1499999999999,48
weak_long,Combined OOD,Wavelet,0.006178787598695358,0.003173674454396664,0.0056550762783801585,0.0020424693571701393,0.013099868569894167,48,22.66937223511435,2.336362403163998,22.475616314244945,18.835851597317646,26.89851187554423,48,0.7177235532753509,0.28450860201653366,0.8006390184147081,0.041838283296003656,0.9804982409897461,48,1.0725911725477748,1.3278240063433933,0.7791426644879041,0.16976771955965178,2.837400644777886,48,5.395179323582236,13.47901547848145,1.9413677055483318,0.9964824352059162,32.729583562334554,48,140.97916666666666,128.35000179584304,102.0,4.35,411.89999999999975,48
weak_long,Combined OOD,Wiener,0.009007323466889051,0.004301549296508205,0.008208044098397956,0.0030263863770067195,0.017658846211617882,48,20.973639210929264,2.2235570539866587,20.858034156878453,17.530377008947152,25.194375537233636,48,0.6749075048928459,0.294144369091669,0.7252920169257752,0.032141557989919,0.9712757556935063,48,1.1370821862823701,1.3800534787361023,0.8308149851523671,0.18598535803119623,2.9090071542375613,48,7.988512053083194,18.569872107334277,3.077220919299086,1.2422573972628614,38.46360186758642,48,171.91666666666666,123.38468357881366,144.5,8.225,383.29999999999995,48
weak_long,ID resampling,BasicCNN,0.013545925306971185,0.007906685029758215,0.011997221037745476,0.00454469423275441,0.03481531031429767,48,19.326796275445247,2.4019398659456432,19.209514718525543,14.582304655865139,23.42722624189996,48,0.6691086968320622,0.3427888546704759,0.8175954705061685,-0.07082162400222161,0.9825380659372096,48,1.1074623070426048,1.1975451572754277,0.6031338239974986,0.18675666189179266,3.9690723631384883,48,2.480090614429334,1.8878533426379722,1.623183662945538,0.9295598399416524,7.405630584182834,48,102.04166666666667,130.0790199011344,51.5,0.0,478.47499999999997,48
