noise_std,sample_index,method,mse,psnr,gfc
0.05,143,DnCNN,0.0009896965930238366,30.04497924767321,0.9986473321914673
0.05,143,UNet1D,0.0007822975167073309,31.066280483581103,0.9998587369918823
0.05,143,TCN,0.0005404665134847164,32.672312091284844,0.9996742606163025
0.05,144,No Denoise,0.011690107174217701,19.321815072335415,0.9756379723548889
0.05,144,Wavelet,0.0015687664272263646,28.04441713467215,0.997200071811676
0.05,144,S-G Filter,0.0025219612289220095,25.98261594287385,0.995099663734436
0.05,144,Wiener,0.0027674701996147633,25.57917046948805,0.9946622848510742
0.05,144,DnResUnet,0.0008463826961815357,30.724332241246902,0.9989815354347229
0.05,144,BasicCNN,0.0025704209692776203,25.899957445043075,0.996052086353302
0.05,144,DnCNN,0.001395981409586966,28.551203652139723,0.9976416826248169
0.05,144,UNet1D,0.0016517695039510727,27.820505563777846,0.9989919662475586
0.05,144,TCN,0.0008824040996842086,30.543324828139067,0.9986353516578674
0.05,145,No Denoise,0.008703194558620453,20.603213077805783,0.9894294142723083
0.05,145,Wavelet,0.002496123779565096,26.027338823513094,0.997050404548645
0.05,145,S-G Filter,0.003159133018925786,25.004320872416642,0.9962311387062073
0.05,145,Wiener,0.0018457830883562565,27.338193374731613,0.9978052377700806
0.05,145,DnResUnet,0.00025443872436881065,35.94416790429946,0.9997810125350952
0.05,145,BasicCNN,0.0023149598855525255,26.354565301899267,0.9969974756240845
0.05,145,DnCNN,0.000837917672470212,30.767986498044703,0.9990038275718689
0.05,145,UNet1D,0.0004029899137094617,33.94705823524254,0.9995032548904419
0.05,145,TCN,0.0003946342330891639,34.03805243977735,0.9997177720069885
